"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,776,797,816,838,859,883,905,929,953,971,1004,1060,1039,1055,1087,1082,1165,1189,1199,1188,1219,1253,1172,1132,1068,1039,1090,1189,1173,1165,1186,1183,1140,1129,1243,1400,1336,1403,1342,1286,1331.23,1264.99,1240.14,1189.12,1191.31,1255.77,1268.26,1293.57,1318.72,1275.48,1283.38,1255.56,1277.58,1268.69,1309.98,1322.64,1308.52,1315.45,1287.37,1326.2,1344,1388,1422,1437,1450,1483,1530.2,1589.62
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,618,626,641,665,674,687,701,708,736,733,615,657,673,695,703,716,764,740,717,893,902,866,921,904,883,956,1020,1042,1011,952,1014,985,991,968,1057,1078,1095,1119,1111,1124,1149.8,1128.35,1075.62,1057.64,934.2,824.51,800.27,808.32,772.32,739.76,730.43,737.29,703.56,709.74,691.62,703.36,700.96,708.68,709.03,717.61,719,727,738,748,694,665,671.32,651.36
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,775,803,792,864,826,912,947,969,1036,1070,1031,1084,1135,1074,1095,1116,1143,1164,1151,1031,980,920,1239,1049,925,1025,1143,1291,1325,1320,1301,1358,1412,1476,1540,1578,1490,1473,1455,1404,1425.05,1427.29,1384.29,1416.46,1439.29,1450.53,1466.37,1476.3,1586.21,1659.09,1726.47,1770.96,1850.2,1965.88,2144.85,2286.38,2422.76,2482.01,2433.31,2426.69,2496,2634,2782,2930,3086,3251,3425.39,3628.56
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,1095,1122,1148,1175,1202,1229,1256,1283,1310,1326,1321,1339,1366,1390,1393,1431,1443,1508,1551,1565,1578,1612,1599,1632,1677,1664,1706,1744,1785,1900,2153,2257,2345,2450,2585,2683,2471,2287,2021,1930,1833.35,1754.25,1677.14,1615.6,1648.64,1710.11,1780.5,1847.22,1902.27,1961.09,2028.55,2084.92,2143.98,2198.24,2222.91,2269.52,2315.61,2352.8,2370.13,2420.13,2494,2541,2612,2696,2778,2828,2850.27,2888.05
Canada,1441,1456.3,1471.6,1486.9,1502.2,1517.5,1532.8,1548.1,1563.4,1578.7,1594,1619.8,1645.6,1671.4,1697.2,1723,1748.8,1774.6,1800.4,1826.2,1852,1878.8,1905.6,1932.4,1959.2,1986,2012.8,2039.6,2066.4,2093.2,2120,2139.3,2158.6,2177.9,2197.2,2216.5,2235.8,2255.1,2274.4,2293.7,2313,2351.9,2390.8,2429.7,2468.6,2507.5,2546.4,2585.3,2624.2,2663.1,2702,2797,2718,2936,2955,2844,2616,2753,2609,2813,2895,3252,3362,3331,3556,3304,3308,3379,3585,3569,3790,3840,3779,3720,3857,3779,3647,4004,4117,4457,4640,4937,5310,5314,5228,5678,6130,6177,5694,6137,6481,6715,6977,7088,6416,6747,7406,7653,7079,6406,6154,5351,6046,6338,6339,6918,7168,7726,8244,8074,7669,6382,5852,5372,5883,6298,6574,7130,7246,7600,8557,9645,11210,11577,11864,11370,11048,11298,11261,11260,11622,12007,12486,12726,12272,13072,13791,13719,13603,13829,13952,14080,14787,15248,15938,16694,17448,17658,18297,18988,19207,20024,20837,22058,22643,22819,23754,24265,24994,25775,25784,26256,25151,25625,26836,28025,28472,29246,30275,30458,30082,29151.7,29141.19,29657.57,30745.82,31330.72,31594.24,32709.69,33785.75,35345.72,36942.56,37307.21,38123.99,38559.98,39491.57,40485.02,41247.15,41806.87,41896.43,40312.62,41209.43,42197,42445,42994,43607,43619,43745,44591.64,44868.74
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,1019,1031,1044,1030,1034,1047,1012,1004,1087,1135,1173,1207,1237,1262,1286,1309,1328,1347,1366,1385,1435,1457,1470,1497,1237,1251,1176,1275,1301,1352,1447,1470,1588,1626,1742,1766,1817,1898,1980,1965,1988.31,2029.6,2159.22,2291.08,2444.9,2594.1,2777.47,2999.62,3346.88,3583.59,3799.03,3998.26,4185.49,4368.05,4659.4,5140.87,5597.85,5985.11,5926.51,6033.72,6295,6273,6234,6262,6266,6418,6576.94,6831.22
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,1339,1369,1400,1431,1462,1492,1522,1553,1581,1567,1597,1525,1492,1486,1466,1427,1452,1435,1476,1508,1427,1368,1403,1333,1323,1345,1417,1398,1326,1234,1219,1208,1105,1146,1148,1162,1079,1073,1070,1023,1007,965.19,933.06,952.02,978.56,885.89,917.48,936.24,967.84,963.95,952.51,928.77,845.51,853.18,858.52,881.49,897.48,901.85,898.7,910.31,909,916,567,561,576,589,606.7,623.49
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,834,851,870,888,907,926,945,966,983,974,971,1004,972,929,913,878,866,843,881,880,877,800,746,829,952,918,830,808,622,583,521,524,577,601,642,662,663,692,685,692,703.28,698.74,680.8,713.83,700.71,694.11,719.15,753.86,733.78,716.04,783.06,831.83,925.51,1200.27,1266.11,1225.52,1422.34,1422.23,1533.18,1720.33,1661,1793,1888,2279,2384,2189,2066.35,2046.36
Chile,824,805,830,797,786,853,885,904,910,932,925,929,956,961,983,1003,991,1028,1033,1023,1081,1081,1089,1111,1117,1141,1170,1183,1227,1298,1352,1392,1404,1364,1387,1425,1427,1462,1513,1559,1588,1575,1553,1596,1667,1710,1750,1666,1714,1849,1868,1836,1910,2024,1954,2050,1988,1908,1953,2219,2418,2488,2694,2683,2703,2547,2625,2783,2617,2708,2907,3038,3005,3084,2978,3304,3379,3210,3609,3467,3386,3416,3604,3381,3647,3470,3668,3810,4020,4042,4485,4481,4806,4836,4071,3813,4600,4621,4602,3853,4248,3727,3814,4514,4779,4903,4702,4544,5609,5679,4876,3904,2950,3618,4269,4511,4584,5083,5070,5106,5177,5091,5161,5209,5209,5553,5918,5187,5939,5710,5880,6001,6252,6582,6237,6341,6285,6758,6958,6409,6781,6923,7071,7336,7320,7208,7844,7933,8053,8187,8195,8773,8520,7911,7857,6731,6868,7438,7936,8475,9024,9427,8016,7667,7992,8024,8325,8721,9199,10005,10203,10746.49,11773.3,12296.93,12692.55,13715.93,14433.32,15079.83,15259.54,14846.42,15211.62,15448.01,15509.82,15809.18,16478.97,17137.49,17920.8,18487.9,18804.03,18184.48,18909.85,19705,20531,21135,21335,21589,21696,21650.39,22104.77
China,882,878.4,874.8,871.2,867.6,864,860.4,856.8,853.2,849.6,846,846.3,846.6,846.9,847.2,847.5,847.8,848.1,848.4,848.7,849,849.9,850.8,851.7,852.6,853.5,854.4,855.3,856.2,857.1,858,862.35,866.7,871.05,875.4,879.75,884.1,888.45,892.8,897.15,901.5,905.85,910.2,914.55,918.9,923.25,927.6,931.95,936.3,940.65,945,943.0588,941.1176,939.1765,937.2353,935.2941,933.3529,931.4118,929.4706,927.5294,925.5882,923.6471,921.7059,919.7647,917.8235,915.8824,913.9412,912,929.3333,946.6667,964,964.8,965.6,966.4,967.2,968,968.8,969.6,970.4,971.2,972,965.9091,959.8182,953.7273,947.6364,941.5455,935.4545,929.3636,923.2727,917.1818,911.0909,905,945,985,986.125,987.25,988.375,989.5,990.625,991.75,992.875,994,995.125,996.25,997.375,998.5,999.625,1000.75,1001.875,1003,1012,1015,1039,923,937,1007,1065,1034,1003,986,969,952,935,918,901,884,867,850,833,816,799,950,1047,1157,1049,1119,1189,1195,1173,1117,1057,874,926,1034,1152,1253,1261,1237,1178,1264,1398,1446,1431,1513,1519,1594,1519,1583,1744,1859,1930,1962,2128,2227,2444,2619,2748,2931,3045,3022,2982,3051.32,3227.74,3506.48,3730.16,3999.73,4219.64,4310.83,4309.85,4466.74,4730.35,4995.14,5343.11,5649.46,6067.59,6626.59,7271.04,7895.71,8190.11,8734.04,9658.42,10221,10680,11328,11944,12244,12569,12733.93,13101.71
Colombia,850,847.8,845.6,843.4,841.2,839,836.8,834.6,832.4,830.2,828,825.8,823.6,821.4,819.2,817,814.8,812.6,810.4,808.2,806,803.8,801.6,799.4,797.2,795,792.8,790.6,788.4,786.2,784,796.9,809.8,822.7,835.6,848.5,861.4,874.3,887.2,900.1,913,929.5,946,962.5,979,995.5,1012,1028.5,1045,1061.5,1078,1082,1089,1093,1100,1105,1111,1116,1122,1127,1133,1138,1144,1149,1156,1162,1167,1160,1156,1149,1144,1138,1132,1127,1121,1116,1109,1105,1098,1093,1089,1082,1078,1071,1066,1062,1070,1119,1160,1197,1242,1278,1317,1347,1372,1407,1452,1482,1535,1629,1707,1769,1851,1930,2000,2000,2136,2270,2375,2399,2350,2308,2409,2514,2432,2673,2780,2791,2938,3037,3021,2992,2920,2856,2970,3027,3215,3255,3268,3359,3432,3427,3529,3629,3759,3783,3811,3826,3798,3942,3980,4049,4135,4140,4264,4286,4383,4438,4581,4744,4932,5091,5348,5577,5767,5772,5918,6046,6443,6658,6786,6782,6698,6655,6741,6809,7071,7296,7442,7533,7693,7713.02,7888.11,8180.87,8447.86,8735.88,8770.58,8952.47,8863.26,8382.14,8496.79,8528.03,8630.54,8855.22,9211.28,9524.72,10039.68,10602.3,10846.74,10894.1,11191.69,11788,12123,12568,12972,13218,13326,13358.03,13545.05
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,553,559,571,590,596,606,615,618,639,679,671,714,846,888,870,937,952,928,918,961,974,966,1006,1004,1038,1009,966,964,1023,1065,1081,1124,1149,1168,1162,1157,1149,1152,1108,1092,1101,1185.51,1210.64,1136.74,1166.94,1141.6,1177.58,1179.84,1189.26,1204.4,1217.5,1229.86,1240.05,1247.27,1265.69,1388,1382.54,1419.37,1455.28,1432.56,1479,1509,1619,1647,1696,1702,1712.84,1724.42
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693,1726,1758,1790,1822,1854,1884,1914,1946,1977,1999,2020,2039,2059,2079,2099,2157,2216,2275,2335,2396,2546,2582,2950,2848,2745,2794,2517,2595,2807,3075,3625,4355,4473,4664,4484,4058,3953,3908,3865,3794,3862.57,3940.97,3874.17,3635.99,3763.6,3988.88,3899.76,4042.78,3925.69,4159.22,4256.66,4458.63,4467.9,4560.51,4820.71,5016.06,4844.97,5081.13,5379,5738.16,5875,5949,6031,6321,6272,5974,5747.03,5714.59
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,2475,2695,2434,2724,2654,2872,2608,2686,2522,2592,2511,2265,2646,2291,2434,2550,2872,2990,2976,2810,3097,2691,2644,2326,2573,2804,3245,3339,3384,3129,3110,3370,3751,3649,3921,3668,3835,4152,4141,4328,4340,4439,4653,4720,4983,5193,5338,5574,5773,5984,6199,6564,6884,7061,7007,7182,7602,7763,7905,7828,7461,6751,6743,7065,6918,7087,7221,7270,7489,7567,7552.36,8038.77,8363.48,8479.57,8576.42,8446.78,8683.95,9053.85,9183.9,9319.77,9451.62,9591.55,9831.25,10086.78,10308.37,10880.48,11584.68,11935.16,11638,12031.57,12366,12792,12916,13222,13677,14098,14470.78,14686.25
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.68,583.833,583.9861,584.1391,584.2922,584.4452,584.5983,584.7513,584.9043,585.0574,585.2104,585.3635,585.5165,585.6696,585.8226,585.9757,586.1287,586.2817,586.4348,586.5878,586.7409,586.8939,587.047,587.2,587.353,587.5061,587.6591,587.8122,587.9652,588.1183,588.2713,588.4243,588.5774,588.7304,588.8835,589.0365,589.1896,589.3426,589.4957,589.6487,589.8017,589.9548,590.1078,590.2609,590.4139,590.567,590.72,653.56,716.4,779.24,842.08,904.92,967.76,1030.6,1093.44,1156.28,1219.12,1281.96,1344.8,1407.64,1470.48,1533.32,1596.16,1659,1686,1714,1741,1769,1796,1824,1852,1879,1898,2002,2114,2128,2378,2691,2520,2595,2509,2758,2737,2882,2874,2887,2974,2931,2812,3017,3033,3202,3139,3253,3242,3131,2901,2703,2735,2718,2579,2444,2343,2083,2036.3,2011.57,1983.23,1951.54,2035.17,2179.04,2288.81,2393.5,2417.46,2352.86,2342.83,2298.46,2263.09,2280.79,2312.84,2343.93,2380.12,2435.27,2508.82,2555.02,2444,2636,2823,3011,3218,3395,3558.84,3713.64
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,2952,3193,3749,3564,4203,4285,4640,5067,5404,5509,6059,6591,6741,7184,7382,7667,8209,8751,9414,9631,9969,10786,11053,11469,12385,13265,13994,14193,14182,14123,13841,14104,14067,14416,14362,14207,13959,12948,10296.19,9331.89,8739.54,9352.58,10180.25,11030.08,11997.59,12476.05,12579.88,13244.54,13817.68,14683.84,15740.5,16628.57,17581.36,18707.49,19984.04,20717.32,19501.59,19511.35,19813,19441,19298,19284,19698,20376,21232.36,22012.31
Cuba,,,,,,,,,,787,787.8,788.6,789.4,790.2,791,791.8,792.6,793.4,794.2,795,795.8,796.6,797.4,798.2,799,813.8333,828.6667,843.5,858.3333,873.1667,888,903,918,933,948,963,978,993,1008,1023,1038,1053,1068,1078.4737,1088.9474,1099.4211,1109.8947,1120.3684,1130.8421,1141.3158,1151.7895,1162.2632,1172.7368,1183.2105,1193.6842,1204.1579,1214.6316,1225.1053,1235.5789,1246.0526,1256.5263,1267,1309.7273,1352.4545,1395.1818,1437.9091,1480.6364,1523.3636,1566.0909,1608.8182,1651.5455,1694.2727,1737,1731.3,1725.6,1719.9,1714.2,1708.5,1702.8,1697.1,1691.4,1685.7,1680,1758,1809,1887,1913,2069,1836,2069,2069,1887,1940,2120,2173,2146,2249,2275,2302,2378,2378,2302,2275,2249,2327,2560,2431,2405,2275,2507,2378,1758,1629,1551,1680,1809,1913,2042,2069,2042,2069,2198,2198,2069,2275,2275,2405,2560,2507,2482,2638,2664,2844,2611,2611,2638,2740,2922,2922,3006,2994,3068,2974,2958,3158,3088,3185,3489,3229,3137,2976,3161,3253,3486,3609,3733,3786,3913,4114,4183,4106,4420,4487,4705,5051,5120,5075,4887,4994,4991,4713,3982.27,3399.96,2657.47,2683.1,2860.76,3249.64,3425.56,3415.55,3623.6,4009.34,4231.32,4369.04,4506.68,4561.02,4713.71,5416.14,5635.69,6004.89,6248.3,6578.19,6928,7138,7379,7628,7889,8000,8141.74,8325.63
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885,2782,3017,3274,3287,3360,3688,3848,3660,3814,3496,3845,4211,4423,3971,4825,5083,5732,5947,6446,6590,7382,7809,7913,6503,5528,6652,7704,8257,9011,9451,9631,10131,10544,11330,11725,12121,12792,13748,14712,15560,15417.12,16570.4,16439.24,17210.99,18751.49,18875.29,19264.79,20212.74,21147.53,22326.8,23095.74,23828.07,24347.08,25355.24,26164.21,27142.02,28110,28736.97,27735.03,27630.1,27272,26011,24519,24411,24963,25577,26445.29,27184.42
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8748,9177,9626,10026,10444,10954,11317,11634,12055,12164,12336,12306,12109,12301,12573,12855,13211,13514,13791,14027,14178,12724.54,12810.43,12974.2,13517.58,14550.1,15386.32,15494.32,15657.43,16102.51,17056.16,17868.57,18431.03,19344.09,20555.04,22128.58,23888.16,25382.81,26186.05,25093.86,25922.39,26725,26474,26338,27024,28194,28823,29997.76,30748.51
Czechoslovakia,1353,1365.2333,1377.4667,1389.7,1401.9333,1414.1667,1426.4,1438.6333,1450.8667,1463.1,1475.3333,1487.5667,1499.8,1512.0333,1524.2667,1536.5,1548.7333,1560.9667,1573.2,1585.4333,1597.6667,1609.9,1622.1333,1634.3667,1646.6,1658.8333,1671.0667,1683.3,1695.5333,1707.7667,1720,1726.75,1733.5,1740.25,1747,1753.75,1760.5,1767.25,1774,1780.75,1787.5,1794.25,1801,1807.75,1814.5,1821.25,1828,1834.75,1841.5,1848.25,1855,1882.2,1909.4,1936.6,1963.8,1991,2018.2,2045.4,2072.6,2099.8,2127,2154.2,2181.4,2208.6,2235.8,2263,2290.2,2317.4,2344.6,2371.8,2399,2434.7,2470.4,2506.1,2541.8,2577.5,2613.2,2648.9,2684.6,2720.3,2756,2797.8,2839.6,2881.4,2923.2,2965,3006.8,3048.6,3090.4,3132.2,3174,3229.6667,3285.3333,3341,3303.8571,3266.7143,3229.5714,3192.4286,3155.2857,3118.1429,3081,3323,3198,3429,3751,4154,4105,4387,4745,4849,4664,4477,4272,4068,3894,3841,4143,4594,4623.8182,4653.6364,4683.4545,4713.2727,4743.0909,4772.9091,4802.7273,4832.5455,4862.3636,4892.1818,4922,5195,5581,5617,5735,5649,5821,6252,6551,6886,7348,7619,8142,8389,8454,8241,8563,8820,9151,9507,9919,10128,10307,10613,10932,11223,11545,11794,11893,12344,12411,12439,12723,12612,12824,12986,13260,13337,13560,13603,13882,13976,13570,11949.63,11742.93,11879.81,12358.11,13181.29,13981.78,14199.41,14485.93,14769.4,15378.21,15999.64,16595.4,17407.07,18389.23,19774.06,21409.43,23146.21,24256.88,23659.48,24573.31,25289,25279,25329,25976,27041,27738,28773.33,29600.6
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,995,1065,1105,1148,1170,1224,1237,1176,1191,1192,1041,1223,1248,1191,1176,1224,1176,1189,1262,1224,1267,1235,1305,1312,1213,1111,1086,993,961,953,950,920,909,932,909,923,918,894,861,813,737.93,656.69,563.71,525.39,531.99,523.87,489.64,472.92,452,414.05,403.6,413.83,436.03,464,490.69,515.26,546.04,578.85,595.02,637.13,681,710,751,802,836,836,838.78,859.38
Denmark,2031,2104,2115,2085,2117,2107,2110,2150,2163,2110,2120,2101,2158,2130,2227,2195,2179,2219,2216,2224,2276,2254,2243,2353,2434,2472,2501,2466,2570,2695,2817,2649,2713,2697,2679,2938,2735,2745,2691,2834,2775,2785,2836,2979,2922,2989,2963,2933,2954,3092,3193,3177,3327,3279,3341,3366,3395,3261,3351,3425,3476,3480,3571,3665,3642,3625,3724,3818,3808,3826,4022,4073,4141,4191,4235,4415,4521,4564,4575,4705,4809,4948,5007,5244,5302,5333,5423,5557,5662,5807,5906,6148,6076,6236,6551,6022,6202,5765,5514,6153,6363,6099,6641,7267,7218,6978,7329,7425,7627,8089,8513,8542,8239,8434,8611,8735,8886,9035,9185,9553,8155,7291,7379,8097,8835,8075,9208,9620,9776,10351,11067,11056,11086,11623,11749,11788,11858,12696,12903,13767,14046,14843,15537,15513,16832,17459,17789,18230,18868,19974,20221,20617,21579,22228,21919,21712,23059,23360,23632,24409,24272,24063,24807,25450,26581,27710,28681,28728,29049,29108,29412,29915.45,30573.57,30649.54,32359.3,33356.14,34325.44,35499.06,36361.23,37523.42,39021.18,39425.87,39709.37,39983.14,41178.56,42264.63,44025.48,44481.47,44246.4,42090.17,42932.4,43575,43510,43733,44241,44635,44836,45455.56,46312.34
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,3566,3585,3633,3743,3765,3810,3848,3840,3948,4087,4114,4057,4092,4055,4047,4063,4055,4028,4018,4774,4846,4787,4801,4414,4691,4878,4036,3419,3308,3167,3091,3043,2963,2944,2880,2743,2670,2652,2436,2308,2013.34,2141.63,2290.78,2175.36,2262.43,2082,2080.51,1974.57,1930.51,1881,1845.7,1824.46,1945.67,2097.12,2126.81,2342.22,2396.02,2463.44,2521.5,2543.87,2590,2654,2724,2823,2941,3064,3168.45,3295.68
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,1066,1121,1073,1098,1130,1203,1239,1261,1226,1245,1176,1333,1372,1419,1203,1323,1325,1288,1388,1492,1578,1674,1793,1894,1940,2066,2117,2365,1932,2219,2499,2592,2644,2802,2872,3107,3370,3687,3714,3939,4084,4271.69,4339.82,4459.37,4606.73,4894.84,5170.81,5462.7,5584.02,5696.96,5799.82,5771.37,6321.96,6602.7,6697.53,7133.78,7698.77,8454.06,8511.86,8768.48,8944,8823,9145,9507,9319,9550,8842.02,9021.17
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,1780,1868,1790,1833,1886,2008,2066,2104,2047,2075,1964,2222,2291,2365,2007,2206,2211,2150,2316,2488,2678,2928,3196,3295,3365,3504,3586,3583,3649,3781,3846,3826,3905,3830,3653,3682,3877,3821,4219,3939,3969.57,4185.41,4490.02,4597.15,4851.63,5198.57,5616.89,6012.69,6419.78,6788.08,6917.03,7327.37,7324.7,7441.45,8156.43,9059.88,9866.46,10225.53,10365.67,11276.46,11679,11848,12251,13017,13762,14489,15018.94,15912.4
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,760,760,760,760,760,760,760,760,760,760,773.3,786.6,799.9,813.2,826.5,839.8,853.1,866.4,879.7,893,913.5,934,954.5,975,995.5,1016,1036.5,1057,1077.5,1098,1121,1143,1165,1189,1213,1237,1261,1299,1337,1379,1420,1462,1506,1537,1567,1583,1599,1615,1647,1680,1696,1714,1731,1749,1765,1784,1836,1892,1948,1969,1929,1890,1890,1890,1890,1908,1927,1948,1967,2050,2016,2056,2259,2230,2182,2381,2571,2844,2815,2970,2925,3202,3185,3352,3349,3381,3437,3441,3524,3649,3633,3716,3698,3843,4090,4074,4163,4264,4366,4535,4658,4801,5244,5392,5514,5877,6073,6314,6472,6582,6664,6558,6252,6336,6433,6452,5893,6357,6207,6221,6513.34,6715.47,6770.18,6940.09,6985.16,6993.64,7181.1,7307.17,6884.79,6908.24,7131.19,7359.71,7468.5,7958.92,8256.78,8521.56,8633.58,9103.87,9081.37,9327.21,9985,10398,10760,11036,10905,10527,10637.28,10638.83
Egypt,956,960.78,965.56,970.34,975.12,979.9,984.68,989.46,994.24,999.02,1003.8,1008.58,1013.36,1018.14,1022.92,1027.7,1032.48,1037.26,1042.04,1046.82,1051.6,1056.38,1061.16,1065.94,1070.72,1075.5,1080.28,1085.06,1089.84,1094.62,1099.4,1104.18,1108.96,1113.74,1118.52,1123.3,1128.08,1132.86,1137.64,1142.42,1147.2,1151.98,1156.76,1161.54,1166.32,1171.1,1175.88,1180.66,1185.44,1190.22,1195,1206.1395,1217.2791,1228.4186,1239.5581,1250.6977,1261.8372,1272.9767,1284.1163,1295.2558,1306.3953,1317.5349,1328.6744,1339.814,1350.9535,1362.093,1373.2326,1384.3721,1395.5116,1406.6512,1417.7907,1428.9302,1440.0698,1451.2093,1462.3488,1473.4884,1484.6279,1495.7674,1506.907,1518.0465,1529.186,1540.3256,1551.4651,1562.6047,1573.7442,1584.8837,1596.0233,1607.1628,1618.3023,1629.4419,1640.5814,1651.7209,1662.8605,1674,1667.9722,1661.9443,1655.9165,1649.8886,1643.8608,1637.833,1631.8051,1625.7773,1619.7495,1613.7216,1607.6938,1601.6659,1595.6381,1589.6103,1583.5824,1577.5546,1571.5268,1565.4989,1559.4711,1553.4432,1547.4154,1541.3876,1535.3597,1529.3319,1523.3041,1517.2762,1511.2484,1505.2205,1499.1927,1493.1649,1487.137,1481.1092,1475.0814,1469.0535,1463.0257,1456.9978,1450.97,1443,1435,1425,1417,1411,1443,1474,1510,1545,1580,1643,1712,1785,1859,1934,1900,1835,1827,1914,1999,2045,2047,2063,2099,2265,2560,2817,2939,3076,3298,3309,3543,3701,3810,3939,3921,3929,4001,4030,4022,4180.13,4338.95,4542.63,4746.59,5001.07,5293.1,5594.6,5884.8,6211.02,6593.53,6914.94,7142.69,7365.8,7661.86,8021.88,8509.61,9130.6,9698.02,10159,10719.29,10737,10767,10775,11016,11159,11351,11619.69,11957.21
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,1466,1516,1554,1623,1476,1706,1478,1682,1661,1667,1474,1313,1471,1498,1629,1572,1699,1559,1651,1773,1714,1828,1970,1836,1741,1747,2173,2723,2432,2375,2361,2472,2577,2536,2590,2715,2775,2751,2788,2813,2821,3062,3096,3282,3351,3464,3534,3524,3520,3488,3553,3668,3767,3912,4030,4084,4221,4375,4194,3781,3507,3339,3330,3357,3366,3327,3351,3344,3322,3378,3493.58,3750.52,4052.96,4316.4,4592.28,4671.34,4882.68,5077.89,5263.89,5403.71,5550.19,5751.06,5957.2,6145.98,6441.5,6782.23,7139.18,7312.66,7166.16,7351.11,7607,7726,7845,7935,8109,8280,8428.03,8598.2
